MLS,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
SB26017458MR,Single Family,618,618  E Buckthorn ST ,INGLEWOOD,90301,4,2.00 (2 0 0 0),,$0.00,,$600,$0,$600,"1,400",$0.43,1923,0,Inside,,Weekly,Furnished,213-400-8541,"3,914"
26642685,,1324,1324  W 36th St #4 Room 2,Los Angeles,90007,1,1.00 (1 0 0 0),,,,"$1,150","$1,150","$1,150",617,$1.86,,1,"In Unit,Inside",Call,"1+Year,1-Year,12 Months",Unfurnished,213-503-8070,"6,802"
AR26018268MR,Single Family,4056,4056   Kenmore  ,BALDWIN PARK,91706,1,1.00 (1 0 0 0),,$0.00,,"$1,380","$1,500","$1,380",300,$4.60,1933,0,None,No,1-Year,Unfurnished,626-695-6006,"9,000"
SB26015778MR,Apartment,4387,4387  W 134th ST #G,HAWTHORNE,90250,0,1.00 (1 0 0 0),,$0.00,,"$1,450","$1,450","$1,450",280,$5.18,1937,0,None,,1-Year,Unfurnished,424-732-2821,"8,691"
26643579,Apartment,1436,1436  E 4th St #C,Long Beach,90802,1,1.00 (1 0 0 0),,,,"$1,495","$1,495","$1,495",400,$3.74,,0,None,Yes,"1-Year,12 Months",Unfurnished,909-900-8842,400
26641747,Apartment,115,115  N Oak St #34,Inglewood,90301,0,1.00 (1 0 0 0),,,,"$1,495","$1,495","$1,495",360,$4.15,1958,1,"Outside,Community",Yes,12 Months,Unfurnished,310-844-4812,"34,121"
CV26019293MR,Apartment,1609,1609  W Badillo  #ADU,SAN DIMAS,91773,0,1.00 (0 1 0 0),,$0.00,,"$1,500","$1,500","$1,500",250,$6,1962,1,"Gas Dryer Hookup,Washer Hookup",,Month-to-Month,Unfurnished,909-750-1763,"7,893"
SR26016474MR,,2431,2431   Michigan AVE ,LOS ANGELES,90033,1,1.00 (1 0 0 0),,$50.00,,"$1,500","$1,500","$1,500",336,$4.46,1914,0,None,,1-Year,Unfurnished,818-300-7498,"5,872"
SR26016628MR,,11500,11500   GLENOAKS  ,PACOIMA,91331,0,1.00 (1 0 0 0),,$500.00,,"$1,500","$1,500","$1,500",400,$3.75,1944,0,None,,1-Year,Unfurnished,818-266-6679,"6,960"
SR26017061MR,Apartment,663,663   Eston Pl #B,LANCASTER,93535,1,2.00 (1 1 0 0),,$0.00,250,"$1,650","$1,300","$1,500",700,$2.14,1971,0,None,No,1-Year,Unfurnished,818-523-4582,"7,090"
SB26017111MR,Apartment,7833,7833  S Normandie AVE #1/2,LOS ANGELES,90044,1,1.00 (1 0 0 0),,$0.00,,"$1,600","$1,600","$1,600",420,$3.81,1948,1,None,No,1-Year,Unfurnished,424-732-2821,"5,200"
WS26017548MR,,220,220   Darocca  #A,SAN GABRIEL,91775,1,1.00 (0 1 0 0),,$0.00,,"$1,600","$1,600","$1,600",300,$5.33,1924,1,Laundry Area,,1-Year,Furnished,626-926-0236,"6,253"
26643563,,1675,1675  W Martin Luther King Jr Blvd #5,Los Angeles,90062,0,1.00 (1 0 0 0),,,,"$1,600","$1,600","$1,600",,$0,,0,Other,Yes,1+Year,Unfurnished,424-388-2090,"12,000"
26643411,,3309,3309  S Main St #6,Los Angeles,90007,0,0.00 (0 0 0 0),,,,"$1,600","$1,600","$1,600",600,$2.67,1908,0,Other,Yes,1+Year,Unfurnished,424-388-2090,"5,521"
26643421,,3309,3309  S Main St #8,Los Angeles,90007,0,0.00 (0 0 0 0),,,,"$1,600","$1,600","$1,600",600,$2.67,1908,0,Other,Yes,1+Year,Unfurnished,424-388-2090,"5,521"
26643427,,3309,3309  S Main St #11,Los Angeles,90007,0,0.00 (0 0 0 0),,,,"$1,600","$1,600","$1,600",600,$2.67,1908,0,Other,Yes,1+Year,Unfurnished,424-388-2090,"5,521"
CV26000704MR,Apartment,30,30  N 1st ST #5,ALHAMBRA,91801,1,1.00 (1 0 0 0),,$0.00,,"$1,675","$1,675","$1,675",522,$3.21,1956,0,Community,No,1-Year,Unfurnished,626-391-2149,"14,818"
PV26015626MR,Apartment,3330,3330   Peck  ,SAN PEDRO,90731,0,1.00 (1 0 0 0),,$0.00,,"$1,675","$1,675","$1,675",400,$4.19,1962,0,In Kitchen,,1-Year,Unfurnished,310-989-4466,"9,999"
SB26015795MR,Apartment,4750,4750  W Broadway  #I,HAWTHORNE,90250,0,1.00 (1 0 0 0),,$0.00,,"$1,695","$1,695","$1,695",420,$4.04,1962,1,Laundry Area,,1-Year,Unfurnished,424-732-2821,"7,887"
26642133,,3619,3619   9th Ave ,Los Angeles,90018,1,1.00 (1 0 0 0),,,,"$1,695","$1,695","$1,695",800,$2.12,1922,1,Laundry Area,Call,1+Year,Unfurnished,323-578-8423,"5,603"
BB26019299MR,Apartment,14551,14551   Vose ST #C,VAN NUYS,91405,1,1.00 (1 0 0 0),,$450.00,,"$1,700","$1,700","$1,700",600,$2.83,1984,0,Other,,1-Year,Unfurnished,818-262-5446,"6,759"
PW26019324MR,Apartment,827,827  S Manhattan  #205,LOS ANGELES,90005,0,1.00 (1 0 0 0),,$0.00,300,"$1,700","$1,700","$1,700",335,$5.07,1970,1,Laundry Area,No,1-Year,Furnished,714-523-8989,"15,018"
SR26017854MR,,5929,5929   Colfax AVE ,NORTH HOLLYWOOD,91601,1,1.00 (0 1 0 0),,$0.00,,"$1,700","$1,700","$1,700",310,$5.48,1941,0,Laundry Area,No,1-Year,Furnished,818-470-3738,"7,283"
SR26020388MR,Single Family,5842,5842   Lexington AVE #1,LOS ANGELES,90038,1,1.00 (1 0 0 0),,$0.00,,"$1,750","$1,800","$1,750",500,$3.50,1920,0,None,,"1+Year,1-Year",,818-207-7713,"7,500"
TR26018636MR,,731,731  S Almansor  ,ALHAMBRA,91801,1,1.00 (1 0 0 0),250,$0.00,50,"$1,750","$1,750","$1,750",500,$3.50,1953,0,None,No,1+Year,Furnished,626-437-3219,"7,503"
SB26015824MR,Apartment,3710,3710   Garnet ST #205,TORRANCE,90503,0,1.00 (1 0 0 0),,$0.00,,"$1,750","$1,750","$1,750",415,$4.22,1968,1,Laundry Area,No,1-Year,Unfurnished,424-732-2821,"42,403"
SR26017131MR,,9013,9013   1/2 Gladbeck Ave ,NORTHRIDGE,91324,0,1.00 (1 0 0 0),,$500.00,,"$1,750","$1,750","$1,750",385,$4.55,2020,0,"Dryer,Dryer Included,Gas Dryer Hookup,Inside,Washer,Washer Included",,1-Year,Unfurnished,818.635.6600,
SB26019389MR,Apartment,529,529  W 22nd ST ,SAN PEDRO,90731,1,1.00 (1 0 0 0),,$0.00,,"$1,750","$2,000","$1,750",500,$3.50,1930,0,Inside,,1-Year,Unfurnished,310-897-5472,"5,002"
AR26016156MR,,543,543   Ranch  ,GLENDORA,91741,0,1.00 (0 1 0 0),,$0.00,,"$1,750","$1,750","$1,750",250,$7,1953,0,None,No,1-Year,Furnished,626-539-1488,"8,920"
26643551,,6532,6532   BRYNHURST AVE ,LOS ANGELES,90043,2,1.00 (1 0 0 0),,,,"$1,750","$1,750","$1,750","1,000",$1.75,1950,1,"In Unit,Inside",No,1+Year,Unfurnished,818-577-0476,"11,358"
26642139,,4706,4706  S Vermont Ave #4,Los Angeles,90037,1,1.00 (1 0 0 0),,,,"$1,750","$1,850","$1,750",720,$2.43,1914,1,None,Call,1+Year,Unfurnished,213-465-5035,"6,877"
CV26017094MR,,14449,14449   Palmrose AVE #A,BALDWIN PARK,91706,1,1.00 (1 0 0 0),,$0.00,,"$1,795","$1,850","$1,795",500,$3.59,1962,1,None,No,1-Year,Unfurnished,626-629-8727,"11,497"
OC26014433MR,Condominium,7243,7243   Milton  #4,WHITTIER,90602,1,1.00 (1 0 0 0),,$500.00,,"$1,795","$1,795","$1,795",700,$2.56,1971,1,Community,,1-Year,Unfurnished,714-815-7091,"14,004"
OC26014434MR,Condominium,7243,7243   Milton  #12,WHITTIER,90602,1,1.00 (1 0 0 0),,$500.00,,"$1,795","$1,795","$1,795",700,$2.56,1971,1,Laundry Area,,1-Year,Unfurnished,714-815-7091,"14,004"
TR26018484MR,Apartment,667,667  N Towne AVE ,POMONA,91767,2,1.00 (0 1 0 0),,$0.00,,"$1,795","$1,795","$1,795",600,$2.99,1948,1,None,No,1-Year,Unfurnished,909-518-4394,"7,490"
WS26019194MR,Apartment,1429,1429  S 2nd  #F,ALHAMBRA,91801,1,1.00 (1 0 0 0),250,$0.00,80,"$1,800","$1,800","$1,800",650,$2.77,1963,0,Laundry Area,No,1-Year,Unfurnished,626-674-1327,"8,507"
WS26016131MR,Apartment,9411,9411 1/2  Rose ST ,BELLFLOWER,90706,2,1.00 (0 1 0 0),,$0.00,,"$1,800","$1,800","$1,800",720,$2.50,1922,1,None,,1-Year,Unfurnished,626-420-9298,"8,912"
GD26017607IT,,1750,1750   Colorado BLVD #K1,LOS ANGELES,90041,0,1.00 (1 0 0 0),,$500.00,50,"$1,800","$1,800","$1,800",266,$6.77,1947,1,Laundry Area,,1-Year,Furnished,323-810-6960,"40,000"
PW26010081MR,Combo - Res &amp; Com,4508,4508  E Linsley ST ,COMPTON,90221,1,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800",420,$4.29,1945,0,None,,1-Year,Unfurnished,562-682-9249,"10,909"
SR26016744MR,Apartment,6827,6827   Simpson  #4,NORTH HOLLYWOOD,91605,1,1.00 (1 0 0 0),,$0.00,,"$1,800","$1,800","$1,800",650,$2.77,1959,0,None,,1-Year,Unfurnished,818-439-2537,"7,907"
26643553,Apartment,908,908  S Normandie Ave #16,Los Angeles,90006,0,1.00 (1 0 0 0),,,,"$1,800","$1,800","$1,800",500,$3.60,1924,0,Other,Yes,1+Year,Unfurnished,424-388-2090,"6,402"
26643493,,504,504  S Rampart Blvd #26,Los Angeles,90057,0,1.00 (1 0 0 0),,,,"$1,800","$1,800","$1,800",500,$3.60,1922,0,Other,Yes,1+Year,Unfurnished,424-388-2090,"8,404"
26643505,,434,434  S Rampart Blvd #108,Los Angeles,90057,0,1.00 (1 0 0 0),,,,"$1,800","$1,800","$1,800",500,$3.60,1923,0,Other,Yes,1+Year,Unfurnished,424-388-2090,"8,052"
26643531,Apartment,908,908  S Normandie Ave #7,Los Angeles,90006,0,1.00 (1 0 0 0),,,,"$1,800","$1,800","$1,800",500,$3.60,1924,0,Other,Yes,1+Year,Unfurnished,424-388-2090,"6,402"
26643535,Apartment,908,908  S Normandie Ave #8,Los Angeles,90006,0,1.00 (1 0 0 0),,,,"$1,800","$1,800","$1,800",500,$3.60,1924,0,Other,Yes,1+Year,Unfurnished,424-388-2090,"6,402"
26643471,,504,504  S Rampart Blvd #7,Los Angeles,90057,0,1.00 (1 0 0 0),,,,"$1,800","$1,800","$1,800",500,$3.60,1922,0,Other,Yes,1+Year,Unfurnished,424-388-2090,"8,404"
26643481,,504,504  S Rampart Blvd #20,Los Angeles,90057,0,1.00 (1 0 0 0),,,,"$1,800","$1,800","$1,800",500,$3.60,1922,0,Other,Yes,1+Year,Unfurnished,424-388-2090,"8,404"
26643511,,434,434  S Rampart Blvd #205,Los Angeles,90057,0,1.00 (1 0 0 0),,,,"$1,800","$1,800","$1,800",500,$3.60,1923,0,Other,Yes,1+Year,Unfurnished,424-388-2090,"8,052"
26643513,,434,434  S Rampart Blvd #301,Los Angeles,90057,0,1.00 (1 0 0 0),,,,"$1,800","$1,800","$1,800",500,$3.60,1923,0,Other,Yes,1+Year,Unfurnished,424-388-2090,"8,052"
26643525,,434,434  S Rampart Blvd #308,Los Angeles,90057,0,1.00 (1 0 0 0),,,,"$1,800","$1,800","$1,800",500,$3.60,1923,0,Other,Yes,1+Year,Unfurnished,424-388-2090,"8,052"
26644221,,6206,6206   Home Ave ,Bell Gardens,90201,1,1.00 (1 0 0 0),,,,"$1,800","$1,800","$1,800",,$0,1924,1,None,Call,1-Year,Unfurnished,310-562-5088,"5,850"
26642451,,951,951   Menlo Ave #7,Los Angeles,90006,1,1.00 (1 0 0 0),,,,"$1,800","$1,800","$1,800",690,$2.61,1974,1,Community,Call,1+Year,Unfurnished,213-500-2168,"9,031"
26643587,,220,220  N Louise St #B,Glendale,91206,1,1.00 (1 0 0 0),,,,"$1,845","$1,845","$1,845",576,$3.20,1950,1,Laundry Area,No,12 Months,Unfurnished,818-428-0454,"7,485"
CV26017064MR,Apartment,3607,3607   Griffin AVE #4,LOS ANGELES,90031,1,1.00 (1 0 0 0),,$0.00,,"$1,850","$1,850","$1,850",700,$2.64,1984,1,Laundry Area,,1-Year,Unfurnished,,"7,442"
26643031,,5414,5414   Calhoun Ave ,Sherman Oaks,91401,1,1.00 (1 0 0 0),,,,"$1,850","$1,850","$1,850",450,$4.11,2020,0,In Unit,Call,1-Year,Unfurnished,310-820-1343,"32,741"
P1-25604PF,Apartment,1488,1488  W Sunset BLVD #1/4,LOS ANGELES,90026,1,1.00 (1 0 0 0),,$0.00,,"$1,850","$1,850","$1,850",500,$3.70,1902,0,None,,1-Year,Unfurnished,,"6,463"
SR26019697MR,Condominium,5460,5460   White oak AVE #H310,ENCINO,91316,1,2.00 (1 0 1 0),,$0.00,,"$1,850","$1,850","$1,850",715,$2.59,1971,2,Community,,1-Year,Unfurnished,818-620-2244,
PW26018017MR,Apartment,1917,1917  E 4th  #9,LONG BEACH,90802,1,1.00 (1 0 0 0),,$300.00,100,"$1,875","$1,875","$1,875",500,$3.75,1923,0,Community,,1-Year,Unfurnished,,"12,413"
CV26019149MR,Apartment,113,113  N 1st ST #G,ALHAMBRA,91801,1,1.00 (1 0 0 0),,$0.00,,"$1,875","$1,875","$1,875",600,$3.13,1947,1,Community,No,1-Year,Unfurnished,626-274-5335,"14,957"
82032486ML,,545,545   Chestnut AVE #206,Long Beach,90802,1,1.00 (1 0 0 0),,,,"$1,875","$1,875","$1,875",664,$2.82,1972,,None,Yes,Deposit Required,,,0
26643967,,4710,4710  E Wall St St ,Los Angeles,90011,1,1.00 (1 0 0 0),,,,"$1,875","$1,875","$1,875",700,$2.68,1912,0,None,Call,1+Year,Unfurnished,310-850-3906,"6,752"
SB26013410MR,,1152,1152  E 77th  ,LOS ANGELES,90001,1,1.00 (1 0 0 0),,$0.00,,"$1,895","$1,895","$1,895",610,$3.11,1948,1,"Gas Dryer Hookup,Washer Hookup",,1-Year,Unfurnished,714-244-2744,"4,931"
SR26019784MR,Apartment,4436,4436   Ventura Canyon  #1,SHERMAN OAKS,91423,1,1.00 (1 0 0 0),,$0.00,,"$1,895","$1,995","$1,895",800,$2.37,1963,0,Community,,1-Year,Unfurnished,818-620-2244,"7,427"
DW26007977MR,,3297,3297   Tenaya  ,LYNWOOD,90262,1,1.00 (1 0 0 0),,$0.00,100,"$1,900","$1,900","$1,900","2,163",$0.88,1958,0,None,No,1-Year,Unfurnished,562-761-0936,"5,803"
CV26016145MR,Single Family,1540,1540   Via Buena  ,LA VERNE,91750,1,1.00 (1 0 0 0),,$0.00,,"$1,900","$1,900","$1,900",500,$3.80,1984,0,None,No,1-Year,,626-7361817,"5,808"
26642135,,1036,1036   Dewey Ave #6,Los Angeles,90006,1,1.00 (1 0 0 0),,,,"$1,900","$1,900","$1,900",750,$2.53,1952,1,None,Call,1+Year,Unfurnished,213-465-5035,"5,908"
26641991,,5320,5320  W OLYMPIC  #7,LOS ANGELES,90036,0,1.00 (1 0 0 0),,,,"$1,900","$1,900","$1,900",,$0,,0,Community,No,1+Year,Unfurnished,323-782-1260,600
26642773,,2864,2864   Sunset Pl #402,Los Angeles,90005,1,1.00 (1 0 0 0),,,,"$1,950","$1,950","$1,950",810,$2.41,2006,1,In Unit,Call,1+Year,Unfurnished,213-276-2727,"6,832"
AR26018013MR,Apartment,15713,15713   Hayland  ,LA PUENTE,91744,1,1.00 (1 0 0 0),,$0.00,25,"$1,950","$1,950","$1,950",650,$3,1962,0,Laundry Area,,1-Year,Unfurnished,626-272-5941,850
PW26017837MR,Apartment,6008,6008   Comstock AVE #E,WHITTIER,90601,1,1.00 (1 0 0 0),,$0.00,,"$1,950","$1,950","$1,950",700,$2.79,1990,1,"Community,Laundry Area,Room",No,1+Year,Unfurnished,562-618-2811,"7,500"
SB26018107MR,Apartment,4207,4207   Manhattan Beach Blvd #8,LAWNDALE,90260,1,1.00 (1 0 0 0),,"$1,000.00",,"$1,950","$1,950","$1,950",650,$3,1961,3,"Community,Laundry Area",,1-Year,Unfurnished,3109715949,"8,214"
SR25265513MR,,4919,4919   Enfield AVE ,ENCINO,91316,0,1.00 (1 0 0 0),,$250.00,,"$1,950","$19,950","$1,950",400,$4.88,2025,0,"Dryer,Dryer Included,Electric Dryer Hookup,Hookup - Electric,Laundry Closet Stacked,Stackable W/D Hookup,Washer,Washer Hookup,Washer Included",,1-Year,Unfurnished,818-903-7598,
CV26018544MR,,6010,6010   Kansas  ,LOS ANGELES,90044,1,1.00 (1 0 0 0),,$300.00,50,"$1,980","$2,200","$1,980",789,$2.51,2025,0,None,No,1-Year,Unfurnished,626-643-7090,"6,230"
26642963,Apartment,3807,3807   Wilshire Blvd  #501,Los Angeles,90010,0,1.00 (1 0 0 0),,,,"$1,985",$800,"$1,985",416,$4.77,,1,In Unit,Call,1+Year,Unfurnished,323-828-8870,"162,412"
26642713,,4800,4800   August St #12,Los Angeles,90008,2,2.00 (2 0 0 0),,,,"$1,995","$1,995","$1,995","18,838",$0.11,1957,0,Laundry Area,Yes,"1+Year,1-Year",Unfurnished,310-765-7447,950
26641879,Apartment,1159,1159  N Genesee Ave #2,West Hollywood,90046,1,1.00 (1 0 0 0),,,,"$1,995","$1,995","$1,995",600,$3.33,1953,0,Community,Yes,1+Year,Unfurnished,310-666-2246,"5,135"
26641775,,7453,7453   Haskell Ave #7,Van Nuys,91406,1,1.00 (1 0 0 0),,,,"$1,995","$1,995","$1,995",800,$2.49,1987,1,Community,Yes,1+Year,Unfurnished,310-493-9895,"6,739"
26644401,Apartment,1610,1610  S Beverly Glen Blvd #9,Los Angeles,90024,1,1.00 (1 0 0 0),,,,"$1,995","$1,995","$1,995",374,$5.33,1961,1,In Unit,Yes,"1+Year,Negotiable",Unfurnished,310-617-6462,"6,523"
SR26016462MR,Single Family,8648,8648   Corbin  ,NORTHRIDGE,91324,1,1.00 (1 0 0 0),,$100.00,,"$1,999",$0,"$1,999",418,$4.78,2025,1,"Dryer,Dryer Included,Inside,Laundry Closet Stacked,Stackable W/D Hookup,Washer,Washer Included",,1-Year,Unfurnished,818-515-7453,"8,320"
GD26017588IT,Apartment,1750,1750   Colorado BLVD #I1,LOS ANGELES,90041,0,1.00 (0 1 0 0),,$500.00,50,"$2,000","$2,000","$2,000",390,$5.13,1947,1,Laundry Area,,1-Year,Furnished,323-810-6960,"40,000"
WS26016787MR,Single Family,23120,23120   Posada  ,VALENCIA,91354,1,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000",400,$5,1971,0,None,No,1-Year,Furnished,626-470-7588,"8,688"
CV26017052MR,Apartment,4920,4920   Maine AVE #J,BALDWIN PARK,91706,2,1.00 (1 0 0 0),,$0.00,,"$2,000","$2,000","$2,000","1,202",$1.66,1954,0,Community,No,1-Year,Unfurnished,,"1,202"
CV26017302MR,Single Family,16823,16823 1/2  Ironton  ,LA PUENTE,91744,1,1.00 (1 0 0 0),,$0.00,50,"$2,000","$2,000","$2,000",607,$3.29,1961,0,None,No,"Month-to-Month,Other",Unfurnished,818-668-4919,"7,319"
BB26016142MR,Apartment,12817,12817   Barbara Ann  ,NORTH HOLLYWOOD,91605,1,1.00 (1 0 0 0),,$500.00,,"$2,000","$2,000","$2,000",685,$2.92,1958,0,"Community,Laundry Area",,1-Year,Unfurnished,818-399-7513,"7,160"
26643607,Apartment,3345,3345   Wilshire Blvd  #205,Los Angeles,90005,0,1.00 (1 0 0 0),,,,"$2,000",$800,"$2,000",483,$4.14,,1,In Unit,Call,1+Year,Unfurnished,323-828-8870,"22,651"
26642999,Apartment,3807,3807   Wilshire Blvd  #510,Los Angeles,90010,0,1.00 (1 0 0 0),,,,"$2,055",$800,"$2,055",445,$4.62,,1,In Unit,Call,1+Year,Unfurnished,323-828-8870,"162,412"
26642991,Apartment,3807,3807   Wilshire Blvd  #504,Los Angeles,90010,0,1.00 (1 0 0 0),,,,"$2,065",$800,"$2,065",455,$4.54,,1,In Unit,Call,1+Year,Unfurnished,323-828-8870,"162,412"
26642997,Apartment,3807,3807   Wilshire Blvd  #505,Los Angeles,90010,0,1.00 (1 0 0 0),,,,"$2,070",$800,"$2,070",453,$4.57,,1,In Unit,Call,1+Year,Unfurnished,323-828-8870,"162,412"
26643543,Apartment,3345,3345   Wilshire Blvd  #614,Los Angeles,90005,0,1.00 (1 0 0 0),,,,"$2,075",$800,"$2,075",470,$4.41,,1,In Unit,Call,1+Year,Unfurnished,323-828-8870,"22,651"
26643635,Apartment,3345,3345   Wilshire Blvd  #615,Los Angeles,90005,0,1.00 (1 0 0 0),,,,"$2,075",$800,"$2,075",470,$4.41,,1,In Unit,Call,1+Year,Unfurnished,323-828-8870,"22,651"
26642103,,6627,6627   Kraft Ave ,North Hollywood,91606,1,1.00 (1 0 0 0),,,,"$2,095","$2,095","$2,095",378,$5.54,1948,1,None,Call,1+Year,Unfurnished,310-940-2818,"6,752"
26642651,Apartment,1037,1037  S Shenandoah St #7,Los Angeles,90035,1,1.00 (1 0 0 0),,,,"$2,099","$2,099","$2,099",0,$0,1957,0,Community,Yes,1+Year,Unfurnished,805-824-9110,"7,254"
26634659,Apartment,4115,4115   Halldale Ave ,Los Angeles,90062,1,1.00 (1 0 0 0),,,,"$2,100","$2,100","$2,100",832,$2.52,1923,1,"Room,In Unit,Inside",Call,1-Year,Unfurnished,310-948-2629,"6,700"
26643647,Apartment,3345,3345   Wilshire Blvd  #210,Los Angeles,90005,1,1.00 (1 0 0 0),,,,"$2,100",$900,"$2,100",576,$3.65,,1,In Unit,Call,1+Year,Unfurnished,323-828-8870,"22,651"
CV26017997MR,,522,522   Linden  ,LONG BEACH,90802,1,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,100","$2,100",744,$2.82,1940,0,Laundry Area,,Negotiable,Unfurnished,626-347-8001,"1,734"
26644361,,1440,1440   Reeves St #105,Los Angeles,90035,1,1.00 (1 0 0 0),,,,"$2,100","$2,100","$2,100",900,$2.33,1962,1,"Laundry Area,Community",Call,1+Year,Unfurnished,310-989-2217,"20,081"
WS26017774MR,,430,430  S Curtis AVE ,ALHAMBRA,91803,2,1.00 (1 0 0 0),,$0.00,100,"$2,100","$2,100","$2,100",795,$2.64,1959,1,Gas Or Electric Dryer Hookup,No,1-Year,Unfurnished,626-898-2000,"7,105"
TR26019068MR,,1219,1219  N Indian Hill  ,CLAREMONT,91711,1,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,100","$2,100","1,000",$2.10,1926,1,Inside,No,1-Year,Unfurnished,909-240-2229,"7,500"
SR26018919MR,Single Family,18345,18345   Bessemer ST ,TARZANA,91335,1,1.00 (1 0 0 0),,$300.00,,"$2,100","$2,100","$2,100",500,$4.20,1950,0,"Dryer,Dryer Included,Inside,Laundry Area,Washer,Washer Included",,"1-Year,Negotiable,Other",,818-481-5630,"6,000"
GD26016108IT,Single Family,12558,12558 1/2  Vanowen ST ,NORTH HOLLYWOOD,91605,1,1.00 (1 0 0 0),,$0.00,,"$2,100","$2,100","$2,100",600,$3.50,1946,0,"Dryer,Dryer Included,Washer,Washer Included",,1-Year,Unfurnished,818-281-8812,"6,930"
26643889,,933,933  S Norton Ave #4,Los Angeles,90019,1,1.00 (1 0 0 0),,,,"$2,140","$2,000","$2,140",720,$2.97,1958,1,Laundry Area,Call,1+Year,Unfurnished,213-276-2727,"8,367"
26643623,Apartment,3345,3345   Wilshire Blvd  #1102,Los Angeles,90005,0,1.00 (1 0 0 0),,,,"$2,145",$800,"$2,145",470,$4.56,,1,In Unit,Call,1+Year,Unfurnished,323-828-8870,"22,651"
26643489,,483,483   Washington Blvd ,Marina Del Rey,90292,0,1.00 (1 0 0 0),,,,"$2,150","$2,150","$2,150",450,$4.78,1946,0,Community,No,1+Year,Both,818-822-9186,"7,505"
26642447,,8307,8307  S Figueroa St #C,Los Angeles,90003,18,3.00 (1 2 0 0),,,,"$2,150","$2,150","$2,150","7,584",$0.28,1991,0,Other,Call,12 Months,Unfurnished,310-428-5494,"7,501"
